"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"classInt","classInt","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4-3",NA,"R (>= 2.2)","grDevices, stats, graphics, e1071, class, KernSmooth",NA,"spData (>= 0.2.6.2), units, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"cli","cli","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0.2",NA,"R (>= 2.10)","assertthat, crayon (>= 1.3.4), glue, methods, utils, fansi",NA,"callr, covr, htmlwidgets, knitr, mockery, rmarkdown,
rstudioapi, prettycode (>= 1.1.0), testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"clipr","clipr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7.0",NA,NA,"utils",NA,"covr, knitr, rmarkdown, rstudioapi (>= 0.5), testthat (>=
2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"clubSandwich","clubSandwich","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.5.0",NA,"R (>= 3.0.0)","stats, sandwich",NA,"Formula, knitr, carData, geepack, metafor, robumeta, nlme,
mlmRev, AER, plm (>= 1.6-4), Matrix, lme4, zoo, testthat,
rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"cluster","cluster","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.1.0","recommended","R (>= 3.3.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"clusterSEs","clusterSEs","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.6.2",NA,"R (>= 3.3.0), AER, Formula, plm, stats","sandwich, lmtest, mlogit, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"coda","coda","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.19-3",NA,"R (>= 2.14.0)","lattice",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"coefplot","coefplot","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.6",NA,"ggplot2 (>= 2.0.0)","plyr, reshape2, useful, stats, dplyr (>= 0.6.0), dygraphs,
tibble, magrittr, purrr",NA,"testthat (>= 2.0.0), covr, glmnet, maxLik, xgboost, knitr,
rmarkdown",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"coin","coin","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3-1",NA,"R (>= 3.4.0), survival","methods, parallel, stats, stats4, utils, libcoin (>= 1.0-0),
matrixStats (>= 0.54.0), modeltools (>= 0.2-9), mvtnorm (>=
1.0-5), multcomp","libcoin (>= 1.0-0)","xtable, e1071, vcd, TH.data (>= 1.0-7)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"collapse","collapse","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.2",NA,"R (>= 3.5.0)","Rcpp (>= 1.0.1), lfe (>= 2.7)","Rcpp","dplyr, plm, data.table, matrixStats, magrittr, ggplot2,
scales, vars, knitr, rmarkdown, testthat, microbenchmark, covr",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"colorspace","colorspace","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-1",NA,"R (>= 3.0.0), methods","graphics, grDevices, stats",NA,"datasets, utils, KernSmooth, MASS, kernlab, mvtnorm, vcd,
tcltk, shiny, shinyjs, ggplot2, dplyr, scales, grid, png, jpeg,
knitr, rmarkdown, RColorBrewer, rcartocolor, scico, viridis,
wesanderson",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"colourpicker","colourpicker","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.1.0)","ggplot2, htmltools, htmlwidgets (>= 0.7), jsonlite, miniUI (>=
0.1.1), shiny (>= 0.11.1), shinyjs (>= 2.0.0), utils",NA,"knitr (>= 1.7), rmarkdown, rstudioapi (>= 0.5),
shinydisconnect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"commonmark","commonmark","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.7",NA,NA,NA,NA,"curl, testthat, xml2",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"CompQuadForm","CompQuadForm","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.3",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"config","config","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3",NA,NA,"yaml (>= 2.1.13)",NA,"testthat, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"conquer","conquer","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.2",NA,"R (>= 3.5.0)","Rcpp (>= 1.0.3), Matrix, matrixStats, stats","Rcpp, RcppArmadillo (>= 0.9.850.1.0)",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"contfrac","contfrac","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-12",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.0"
"corpcor","corpcor","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.6.9",NA,"R (>= 3.0.2)","stats",NA,"",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.0"
"correlation","correlation","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.0",NA,NA,"stats, insight (>= 0.8.0), bayestestR (>= 0.5.0), parameters
(>= 0.5.0), effectsize (>= 0.2.0)",NA,"BayesFactor, dplyr, energy, ggcorrplot, ggplot2, Hmisc,
knitr, lme4, polycor, ppcor, psych, rmcorr, testthat, tidyr,
covr, rstanarm, rmarkdown, see, WRS2",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"correlationfunnel","correlationfunnel","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.1)","ggplot2, rlang, recipes, magrittr, plotly, tibble, dplyr (>=
1.0.0), tidyr (>= 1.0.0), stats, utils, ggrepel, stringr,
forcats, purrr, cli, crayon, rstudioapi",NA,"scales, knitr, rmarkdown, covr, lubridate, testthat (>=
2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"corrgram","corrgram","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.13",NA,NA,"graphics, grDevices, seriation, stats",NA,"gridBase, knitr, Matrix, psych, rmarkdown, sfsmisc, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"corrplot","corrplot","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.84",NA,NA,NA,NA,"knitr, RColorBrewer, testthat",NA,"GPL",NA,NA,NA,NA,"no","4.0.2"
"covr","covr","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.5.1",NA,"R (>= 3.1.0), methods","digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml",NA,"R6, curl, knitr, rmarkdown, htmltools, DT (>= 0.2), testthat,
rlang, rstudioapi (>= 0.2), xml2 (>= 1.0.0), parallel, memoise,
mockery",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"cowplot","cowplot","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.5.0)","ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales",NA,"Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, patchwork, rmarkdown, ragg,
testthat (>= 1.0.0), tidyr, vdiffr (>= 0.3.0), VennDiagram",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"cpp11","cpp11","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.1",NA,NA,NA,NA,"bench, brio, callr, cli, covr, decor, desc, ggplot2, glue,
knitr, lobstr, mockery, progress, rmarkdown, scales, testthat,
tibble, utils, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"cranlogs","cranlogs","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.1.1",NA,NA,"httr, jsonlite",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"crayon","crayon","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.4",NA,NA,"grDevices, methods, utils",NA,"mockery, rstudioapi, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"crch","crch","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-4",NA,"R (>= 2.10.0)","stats, Formula, ordinal, sandwich, scoringRules",NA,"glmx, lmtest, memisc",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"crimedata","crimedata","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.2.0)","digest, httr, magrittr, purrr, readr, stringr, tibble, dplyr,
sf",NA,"testthat, covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"crosstalk","crosstalk","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.0.1",NA,NA,"htmltools (>= 0.3.6), jsonlite, lazyeval, R6",NA,"shiny, ggplot2, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"crul","crul","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,NA,"curl (>= 3.3), R6 (>= 2.2.0), urltools (>= 1.6.0), httpcode
(>= 0.2.0), jsonlite, mime",NA,"testthat, roxygen2 (>= 7.1.1), fauxpas (>= 0.1.0), webmockr
(>= 0.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"csvy","csvy","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.0",NA,NA,"tools, data.table, jsonlite, yaml",NA,"testthat, datasets",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"cubature","cubature","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0.4.1",NA,NA,"Rcpp","Rcpp","testthat, knitr, mvtnorm, benchr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"cubelyr","cubelyr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.2)","dplyr, glue, pillar, purrr, rlang, tibble, tidyselect",NA,"covr, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"curl","curl","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.3",NA,"R (>= 3.0.0)",NA,NA,"spelling, testthat (>= 1.0.0), knitr, jsonlite, rmarkdown,
magrittr, httpuv (>= 1.4.4), webutils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"DALEX","DALEX","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0",NA,"R (>= 3.5)","ggplot2, iBreakDown (>= 1.3.1), ingredients (>= 2.0)",NA,"gower, ranger, testthat, methods",NA,"GPL",NA,NA,NA,NA,"no","4.0.2"
"DALEXtra","DALEXtra","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0",NA,"R (>= 3.5.0), DALEX (>= 1.3)","reticulate, ggplot2, gridExtra",NA,"auditor, ingredients, gbm, ggrepel, h2o, iml, lime,
localModel, mlr, mlr3, randomForest, recipes, rmarkdown, rpart,
xgboost, testthat, tidymodels",NA,"GPL",NA,NA,NA,NA,"no","4.0.2"
"data.table","data.table","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.13.0",NA,"R (>= 3.1.0)","methods",NA,"bit64, curl, R.utils, xts, nanotime, zoo, yaml, knitr,
rmarkdown",NA,"MPL-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"datadrivencv","datadrivencv","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.0",NA,NA,"dplyr, tidyr, glue, readr, googlesheets4, lubridate, purrr,
stringr, magrittr, pagedown, fs, icon (>= 0.1.0), whisker",NA,"knitr, rmarkdown, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.1"
"DataExplorer","DataExplorer","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.8.1",NA,"R (>= 3.5)","data.table (>= 1.12.8), reshape2 (>= 1.4.3), scales (>=
1.1.0), ggplot2, gridExtra, rmarkdown (>= 2.0), networkD3 (>=
0.4), stats, utils, tools, parallel",NA,"testthat, covr, knitr, jsonlite, nycflights13",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"datasets.load","datasets.load","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.0",NA,"R (>= 3.0.0)","shiny, miniUI, DT",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"DBfit","DBfit","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0",NA,"Rfit",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"DBI","DBI","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.0",NA,"methods, R (>= 3.0.0)",NA,NA,"blob, covr, hms, knitr, magrittr, rmarkdown, rprojroot,
RSQLite (>= 1.1-2), testthat, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.0"
"dbplot","dbplot","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.1)","dplyr (>= 0.7), rlang (>= 0.3), ggplot2, purrr, magrittr",NA,"dbplyr (>= 1.4.0), testthat, tidyr, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"dbplyr","dbplyr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.4",NA,"R (>= 3.1)","assertthat (>= 0.2.0), DBI (>= 1.0.0), dplyr (>= 0.8.0), glue
(>= 1.2.0), lifecycle, magrittr, methods, purrr (>= 0.2.5), R6
(>= 2.2.2), rlang (>= 0.2.0), tibble (>= 1.4.2), tidyselect (>=
0.2.4), blob (>= 1.2.0), utils",NA,"bit64, covr, knitr, Lahman, nycflights13, odbc, RMariaDB (>=
1.0.2), rmarkdown, RPostgres (>= 1.1.3), RSQLite (>= 2.1.0),
testthat (>= 2.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"debugme","debugme","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.0",NA,NA,"crayon, grDevices",NA,"covr, mockery, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"decompr","decompr","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.5.0",NA,"R (>= 2.10)",NA,NA,"gvc, testthat, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"deldir","deldir","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-29",NA,"R (>= 0.99)","graphics, grDevices",NA,"polyclip",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"dendextend","dendextend","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.14.0",NA,"R (>= 3.0.0)","utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis",NA,"knitr, rmarkdown, testthat, seriation, colorspace, ape,
microbenchmark, gplots, heatmaply, dynamicTreeCut, pvclust,
corrplot, DendSer, MASS, cluster, fpc, circlize (>= 0.2.5),
covr","ggdendro, dendroextras, Hmisc, data.table, rpart","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.2"
"DEoptim","DEoptim","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.2-5",NA,"parallel",NA,NA,"foreach, iterators, colorspace, lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"DEoptimR","DEoptimR","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-8",NA,NA,"stats",NA,NA,"robustbase","GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"Deriv","Deriv","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.0.1",NA,NA,"methods",NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"desc","desc","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.0",NA,"R (>= 3.1.0)","assertthat, utils, R6, crayon, rprojroot",NA,"covr, testthat, whoami, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"DescTools","DescTools","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.99.38",NA,"base, stats, R (>= 3.6.0)","graphics, grDevices, methods, MASS, utils, boot, mvtnorm,
expm, Rcpp (>= 0.12.10), rstudioapi, Exact, gld","Rcpp, BH","RDCOMClient, tcltk, VGAM, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"deSolve","deSolve","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.28",NA,"R (>= 3.3.0)","methods, graphics, grDevices, stats",NA,"scatterplot3d, FME",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"devEMF","devEMF","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.0-1",NA,"R (>= 2.10.1)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"devtools","devtools","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.3.2",NA,"R (>= 3.0.2), usethis (>= 1.6.3)","callr (>= 3.4.4), cli (>= 2.0.2), covr (>= 3.5.1), desc (>=
1.2.0), DT (>= 0.15), ellipsis (>= 0.3.1), httr (>= 1.4.2),
jsonlite (>= 1.7.1), memoise (>= 1.1.0), pkgbuild (>= 1.1.0),
pkgload (>= 1.1.0), rcmdcheck (>= 1.3.3), remotes (>= 2.2.0),
rlang (>= 0.4.7), roxygen2 (>= 7.1.1), rstudioapi (>= 0.11),
rversions (>= 2.0.2), sessioninfo (>= 1.1.1), stats, testthat
(>= 2.3.2), tools, utils, withr (>= 2.2.0)",NA,"BiocManager (>= 1.30.10), curl (>= 4.3), digest (>= 0.6.25),
foghorn (>= 1.3.1), gmailr (>= 1.0.0), knitr (>= 1.29), lintr
(>= 2.0.1), MASS, mockery (>= 0.4.2), pingr (>= 2.0.1), pkgdown
(>= 1.6.1), rhub (>= 1.1.1), rmarkdown (>= 2.3), spelling (>=
2.1)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"dfidx","dfidx","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.0-3",NA,"R (>= 2.10)","dplyr, Formula",NA,"knitr, rmarkdown, AER, mlogit, plm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"dials","dials","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.0.9",NA,"scales, R (>= 2.10)","glue, purrr, tibble, rlang, utils, withr, DiceDesign, dplyr
(>= 0.8.5), vctrs (>= 0.3.0.9000)",NA,"testthat, knitr, rpart, covr, kernlab, xml2, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"DiceDesign","DiceDesign","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.8-1",NA,"R (>= 2.10)",NA,NA,"rgl, randtoolbox, lattice",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"digest","digest","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6.25",NA,"R (>= 3.1.0)","utils",NA,"tinytest, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"directlabels","directlabels","C:/Users/John Karuitha/Documents/R/win-library/4.0","2020.6.17",NA,NA,"grid, quadprog",NA,"MASS, knitr, markdown, inlinedocs, ggplot2 (>= 2.0), rlang,
lattice, alphahull, nlme, lars, latticeExtra, dplyr, ggthemes,
testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"dlsem","dlsem","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.4.6",NA,"R (>= 3.5.0), graph, Rgraphviz","methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"doParallel","doParallel","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.15",NA,"R (>= 2.14.0), foreach(>= 1.2.0), iterators(>= 1.0.0),
parallel, utils",NA,NA,"caret, mlbench, rpart, RUnit","compiler","GPL-2",NA,NA,NA,NA,"no","4.0.2"
"doSNOW","doSNOW","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.18",NA,"R (>= 2.5.0), foreach(>= 1.2.0), iterators(>= 1.0.0), snow(>=
0.3.0), utils",NA,NA,"compiler, RUnit, caret, mlbench, rpart, parallel",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"dotCall64","dotCall64","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-0",NA,"R (>= 3.1)",NA,NA,"microbenchmark, OpenMPController, RColorBrewer, roxygen2,
spam, testthat,",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"dplyr","dplyr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.2",NA,"R (>= 3.2.0)","ellipsis, generics, glue (>= 1.3.2), lifecycle (>= 0.2.0),
magrittr (>= 1.5), methods, R6, rlang (>= 0.4.7), tibble (>=
2.1.3), tidyselect (>= 1.1.0), utils, vctrs (>= 0.3.2)",NA,"bench, broom, callr, covr, DBI, dbplyr (>= 1.4.3), knitr,
Lahman, lobstr, microbenchmark, nycflights13, purrr, rmarkdown,
RMySQL, RPostgreSQL, RSQLite, testthat (>= 2.1.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"dreamerr","dreamerr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.1",NA,NA,"Formula, utils",NA,"knitr, rmarkdown, stats, graphics",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"dse","dse","C:/Users/John Karuitha/Documents/R/win-library/4.0","2020.2-1",NA,"R (>= 2.5.0), tfplot","tframe (>= 2007.5-3), stats, utils, graphics, grDevices,
setRNG (>= 2004.4-1)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"dslabs","dslabs","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7.3",NA,"R (>= 3.1.2)","ggplot2",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.0"
"DT","DT","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.15",NA,NA,"htmltools (>= 0.3.6), htmlwidgets (>= 1.3), jsonlite (>=
0.9.16), magrittr, crosstalk, promises",NA,"knitr (>= 1.8), rmarkdown, shiny (>= 1.2.0), testit",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"dtt","dtt","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"dunn.test","dunn.test","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.5",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"durmod","durmod","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-4",NA,"R (>= 3.5.0)","Rcpp (>= 1.0.1), stats, utils, numDeriv, nloptr, parallel,
data.table, mvtnorm","Rcpp","knitr",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"dygraphs","dygraphs","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.1.6",NA,"R (>= 3.0)","magrittr, htmlwidgets (>= 0.6), htmltools (>= 0.3.5), zoo (>=
1.7-10), xts (>= 0.9-7)",NA,"testthat","rmarkdown (>= 0.3.3), shiny (>= 0.10.2.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"dynlm","dynlm","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3-6",NA,"R (>= 2.10.0), zoo","stats, car (>= 2.0-0), lmtest",NA,"datasets, sandwich, strucchange, TSA",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.2"
"e1071","e1071","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.7-3",NA,NA,"graphics, grDevices, class, stats, methods, utils",NA,"cluster, mlbench, nnet, randomForest, rpart, SparseM, xtable,
Matrix, MASS, slam",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"Ecdat","Ecdat","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3-7",NA,"R (>= 3.5.0), Ecfun",NA,NA,"",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"Ecfun","Ecfun","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2-2",NA,"R (>= 3.5.0)","fda, gdata, RCurl, XML, tis, jpeg, MASS, TeachingDemos,
stringi, methods, xml2, BMA, mvtnorm",NA,"car, DescTools, Ecdat, maps, grid, gridBase, pryr, knitr,
rmarkdown, invgamma, ipumsr, lubridate, bayesplot, bssm,
ggplot2, tibble",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"effects","effects","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.2-0",NA,"R (>= 3.5.0), carData","lme4, nnet, lattice, grid, colorspace, graphics, grDevices,
stats, survey, utils, estimability, insight",NA,"pbkrtest (>= 0.4-4), nlme, MASS, poLCA, heplots, splines,
ordinal, car, knitr, betareg, alr4, robustlmm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"effectsize","effectsize","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.5)","insight (>= 0.9.5), bayestestR (>= 0.7.2), parameters (>=
0.8.5), stats, utils",NA,"afex, brms, boot, car, correlation, covr, dplyr, emmeans,
gamm4, ggplot2, knitr, lmerTest, lm.beta, lme4, MuMIn,
modelbased, performance, rlang, rmarkdown, rstan, rstanarm,
rstantools, see, testthat, tidyr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"ellipse","ellipse","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.2",NA,"R (>= 2.0.0),graphics,stats",NA,NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"ellipsis","ellipsis","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 3.2)","rlang (>= 0.3.0)",NA,"covr, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"elliptic","elliptic","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-0",NA,"R (>= 2.5.0)","MASS",NA,"emulator, calibrator (>= 1.2-8)",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"EMT","EMT","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,NA,"4.0.0"
"english","english","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2-5",NA,NA,NA,NA,"utils, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"enrichwith","enrichwith","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 3.0.0)",NA,NA,"whisker, SuppDists, brglm, ggplot2, knitr, rmarkdown","betareg, gnm, stats","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.2"
